1118851.03479265,637933896569689216,11.961952
1118851.18083445,637933896569714816,12.110688
1118851.53967795,637933896569715072,12.469888
1118851.68890315,637933896569798400,12.61904
1118852.76875705,637933896580598272,13.699168
1118852.92570085,637933896582167808,13.855488
1118853.56187215,637933896588530688,14.492096
1118853.73884165,637933896590300672,14.668576
1118854.02981625,637933896593210752,14.960032
1118854.22563945,637933896595169152,15.155744
1118854.68280545,637933896599741952,15.61312
1118854.79674015,637933896600881024,15.726944
1118855.35768115,637933896606490752,16.288064
1118855.51672905,637933896608081664,16.446848
1118856.11874775,637933896614102528,17.049152
1118856.23370335,637933896615252608,17.164
1118856.50467045,637933896617962368,17.43456
1118856.63961195,637933896619311872,17.569568
1118856.76657485,637933896620581760,17.697248
1118856.88060145,637933896621721856,17.811104
1118856.91268425,637933896622043648,17.843328
1118857.04461915,637933896623363328,17.974912
1118857.24474105,637933896625363840,18.175424
1118857.35071065,637933896626423552,18.280544
1118857.45753475,637933896627492096,18.38752
1118857.53074795,637933896628224640,18.46096
1118857.60061795,637933896628923008,18.531168
1118857.68869605,637933896629804032,18.618464
1118857.78857255,637933896630802688,18.718944
1118857.86763525,637933896631593600,18.79776
1118857.95870145,637933896632504320,18.88864
1118858.03967535,637933896633314432,18.969792
1118858.15262245,637933896634443904,19.08288
1118858.22655895,637933896635183104,19.15696
1118858.33865525,637933896636304384,19.269376
1118858.42360805,637933896637154560,19.353664
1118858.51160165,637933896638034304,19.442048
1118858.58667515,637933896638785024,19.51696
1118858.67981265,637933896639717120,19.6104
1118858.74962505,637933896640414592,19.679904
1118858.88459145,637933896641764608,19.814528
1118859.02267365,637933896643146368,19.952416
1118859.41453845,637933896647064704,20.34528
1118859.50270915,637933896647946240,20.432512
1118859.63354435,637933896649255040,20.563776
1118859.72259545,637933896650145920,20.652992
1118860.11849855,637933896654104832,21.048544
1118860.20371315,637933896654957824,21.1336
1118860.36950445,637933896656615424,21.300224
1118860.44783525,637933896657399040,21.377824
1118860.5765418,637933896658686208,21.507104
1118860.6556357,637933896659477120,21.585536
1118860.775521,637933896660675968,21.706016
1118860.8546389,637933896661467648,21.784512
1118860.9605893,637933896662527104,21.89056
1118861.0444774,637933896663365760,21.975168
1118861.1506275,637933896664427648,22.080576
1118861.2287501,637933896665208704,22.158688
1118861.3515906,637933896666437760,22.281536
1118861.4495992,637933896667417856,22.38016
1118862.1976028,637933896674898432,23.128384
1118862.2564962,637933896675487360,23.186528
1118862.6145512,637933896679068544,23.544608
1118862.6985881,637933896679908864,23.628768
1118862.8204817,637933896681128320,23.750976
1118862.8954867,637933896681878400,23.82576
1118862.9844503,637933896682767872,23.915232
1118863.0755949,637933896683680000,24.005472
1118863.1864065,637933896684788096,24.116416
1118863.2564974,637933896685489664,24.187328
1118863.3645288,637933896686569344,24.294432
1118863.4615367,637933896687539584,24.392384
1118863.6795516,637933896689720192,24.610144
1118863.815526,637933896691079808,24.745408
1118864.0584871,637933896693509888,24.988672
1118864.1465109,637933896694390016,25.076992
1118864.2315205,637933896695240320,25.1624
1118864.3275309,637933896696200448,25.257504
1118864.4084965,637933896697010432,25.339136
1118864.5043773,637933896697969024,25.434848
1118864.5825404,637933896698751488,25.512736
1118864.6944814,637933896699870592,25.62512
1118864.990524,637933896702831104,25.921408
1118865.0973503,637933896703899520,26.027392
1118865.3123628,637933896706050304,26.2432
1118865.402437,637933896706951424,26.332992
1118865.5395041,637933896708322176,26.469568
1118865.5963624,637933896708890368,26.526816
1118865.7173098,637933896710099840,26.647968
1118865.8014938,637933896710941696,26.731424
1118865.954526,637933896712472320,26.885344
1118866.0633813,637933896713561088,26.99392
1118866.2784831,637933896715713536,27.209088
1118866.3685194,637933896716613120,27.298848
1118866.4535003,637933896717463168,27.384256
1118866.5504902,637933896718432640,27.481344
1118866.6434211,637933896719362432,27.573632
1118866.7405062,637933896720333312,27.6704
1118866.8285366,637933896721213952,27.759168
1118866.9405738,637933896722334848,27.87104
1118867.02850715,637933896723213312,27.95936
1118867.14255565,637933896724354304,28.072672
1118867.36549695,637933896726583424,28.295808
1118867.46448895,637933896727573888,28.394784
1118867.74545745,637933896730383872,28.676416
1118867.82651095,637933896731194368,28.7568
1118867.95440135,637933896732473728,28.885184
1118868.00541755,637933896732983680,28.936032
1118868.14140755,637933896734343936,29.071936
1118868.18652875,637933896734795264,29.117344
1118868.31760095,637933896736105984,29.248416
1118868.37140575,637933896736644352,29.30208
1118868.48144425,637933896737745280,29.412192
1118868.57185345,637933896738649088,29.502848
1118868.68929425,637933896739823616,29.619744
1118868.77237595,637933896740654208,29.703296
