Item1,Item2
111.743648,637933880707720320
111.873696,637933880709020032
111.959392,637933880709870976
112.071712,637933880711001600
112.256992,637933880712851712
112.39936,637933880714271232
112.502912,637933880715310976
112.655168,637933880716832128
113.202976,637933880722312320
113.362656,637933880723911296
114.097408,637933880731254016
114.223904,637933880732522880
114.449216,637933880734773120
114.554048,637933880735824128
115.127232,637933880741553536
115.242848,637933880742714880
115.47952,637933880745084416
115.589344,637933880746174208
116.779136,637933880758078208
116.932544,637933880759616512
117.60112,637933880766297856
117.731712,637933880767605888
118.272768,637933880773018368
118.430112,637933880774588160
118.677952,637933880777067264
118.827584,637933880778568576
119.095072,637933880781238784
119.268224,637933880782968320
119.48032,637933880785088768
119.609024,637933880786377728
119.803584,637933880788328832
119.97104,637933880790001536
120.347456,637933880793804928
120.531808,637933880795609344
121.005152,637933880800342016
121.14384,637933880801730816
121.489216,637933880805180416
121.645216,637933880806740992
121.830272,637933880808591744
121.962048,637933880809911936
122.385984,637933880814151040
122.508736,637933880815381248
122.936768,637933880819661184
123.074016,637933880821031936
123.42368,637933880824532864
123.53568,637933880825653376
123.86096,637933880828903552
123.978976,637933880830083456
124.263328,637933880832923648
124.37056,637933880834002944
124.812,637933880838412928
124.937824,637933880839674624
125.145632,637933880841754880
125.284736,637933880843144960
126.294368,637933880853236608
126.395616,637933880854255232
130.93696,637933880899671552
131.042272,637933880900718976
131.285088,637933880903150080
131.408128,637933880904380032
132.099264,637933880911291136
132.264576,637933880912950784
132.501984,637933880915321088
132.695872,637933880917261056
133.13712,637933880921672960
133.289536,637933880923202688
133.522912,637933880925532544
133.664416,637933880926952960
134.250688,637933880932813440
134.413504,637933880934442880
134.641696,637933880936723456
134.773824,637933880938044032
135.041888,637933880940724352
135.181728,637933880942125184
135.395072,637933880944254464
135.527584,637933880945584256
135.717632,637933880947483776
135.881312,637933880949115776
136.037024,637933880950675712
136.169248,637933880951995264
136.316416,637933880953474944
136.423552,637933880954545024
136.562592,637933880955934720
136.673568,637933880957044992
136.814016,637933880958445824
136.951744,637933880959825536
137.188832,637933880962196480
137.32176,637933880963526528
137.691712,637933880967226624
137.828896,637933880968596736
138.396032,637933880974267264
138.480608,637933880975117952
138.78624,637933880978167424
138.910368,637933880979407232
139.126304,637933880981567744
139.27344,637933880983047680
139.768672,637933880988000640
139.889536,637933880989208576
140.105376,637933880991358720
140.226176,637933880992569600
141.135168,637933881001662464
141.263712,637933881002949760
141.486208,637933881005170688
141.628928,637933881006600832
142.01696,637933881010481280
142.186752,637933881012181760
142.365536,637933881013973888
142.516384,637933881015481088
142.70544,637933881017372416
142.856192,637933881018871552
143.030208,637933881020619520
143.152032,637933881021833984
143.28192,637933881023132928
143.418848,637933881024502656
143.538496,637933881025701376
143.671488,637933881027032576
143.82704,637933881028582528
143.967264,637933881029983232
144.145344,637933881031763840
144.289088,637933881033203968
144.48736,637933881035183232
144.623552,637933881036553984
145.124256,637933881041553664
145.25824,637933881042894464
145.698752,637933881047304576
145.881824,637933881049135872
146.084928,637933881051164928
146.22848,637933881052605824
146.457504,637933881054895872
146.597472,637933881056294400
146.822688,637933881058546048
146.927296,637933881059585664
147.54016,637933881065716352
147.640608,637933881066726912
148.02832,637933881070601856
148.137344,637933881071686784
148.448448,637933881074807040
148.571072,637933881076027904
149.089952,637933881081218304
149.200544,637933881082328576
149.60192,637933881086339584
149.736896,637933881087689600
150.193888,637933881092259456
150.324512,637933881093569536
150.848096,637933881098799744
150.989856,637933881100219776
151.248352,637933881102801536
151.353056,637933881103851648
151.613216,637933881106451840
151.739392,637933881107721728
152.205088,637933881112372480
152.324384,637933881113561472
152.841632,637933881118744832
152.955552,637933881119881984
153.419616,637933881124522752
153.525216,637933881125574016
153.884512,637933881129172864
153.998464,637933881130312064
154.656416,637933881136884992
154.771872,637933881138044160
155.089088,637933881141214976
155.217248,637933881142493056
155.479104,637933881145115008
155.630016,637933881146625152
155.890368,637933881149224704
156.020832,637933881150535296
156.501728,637933881155345280
156.615648,637933881156485888
157.123904,637933881161566336
157.233888,637933881162666880
157.704672,637933881167377792
157.826208,637933881168585984
158.17856,637933881172116352
158.292448,637933881173256704
159.650528,637933881186837888
159.766272,637933881187989760
159.960864,637933881189938688
160.026624,637933881190599808
160.737472,637933881197708800
160.864128,637933881198970496
161.344128,637933881203770752
161.448,637933881204810752
161.861312,637933881208941952
161.962432,637933881209961216
162.35088,637933881213841664
162.472704,637933881215060864
163.128256,637933881221612416
163.246208,637933881222792320
163.50672,637933881225402624
163.620768,637933881226542976
163.873504,637933881229072768
163.984416,637933881230183168
164.188128,637933881232214144
164.30336,637933881233366144
164.4432,637933881234999168
164.54864,637933881235823872
164.64192,637933881236754432
164.777888,637933881238114432
164.893024,637933881239264640
165.027328,637933881240604288
165.188032,637933881242214656
165.288896,637933881243224064
165.740864,637933881247746048
165.859616,637933881248934784
166.391584,637933881254255616
166.528096,637933881255619968
166.803296,637933881258366720
166.925152,637933881259585792
167.099488,637933881261336448
167.2048,637933881262386560
167.768128,637933881268017280
167.868736,637933881269027840
169.2736,637933881283080192
169.391008,637933881284248448
169.605664,637933881286398592
169.739136,637933881287728896
169.929504,637933881289639040
170.029664,637933881290639232
170.497312,637933881295309696
170.617344,637933881296509440
170.79312,637933881298270848
170.89232,637933881299259904
171.510624,637933881305450752
171.646432,637933881306810880
172.007904,637933881310420864
172.147808,637933881311820544
172.399424,637933881314331520
172.54464,637933881315792640
173.126944,637933881321612288
173.2872,637933881323212288
173.617856,637933881326522752
173.744544,637933881327793664
174.209664,637933881332443904
174.359296,637933881333933824
174.605536,637933881336403584
174.719616,637933881337544064
175.376928,637933881344116864
175.52608,637933881345605120
176.097504,637933881351325056
176.234432,637933881352685952
176.676608,637933881357115904
176.757952,637933881357925376
177.036768,637933881360715648
177.107968,637933881361425792
177.348256,637933881363826560
177.458208,637933881364927360
177.631904,637933881366667776
177.711616,637933881367467136
177.879584,637933881369148032
177.956608,637933881369916800
178.101504,637933881371367168
178.219712,637933881372547328
178.43872,637933881374736896
178.551936,637933881375867392
178.785024,637933881378197888
178.91424,637933881379488768
179.081568,637933881381168896
179.168672,637933881382039040
179.652032,637933881386869760
179.813312,637933881388480128
180.0256,637933881390608768
180.160032,637933881391948928
180.385984,637933881394210304
180.508192,637933881395428480
180.6424,637933881396770304
180.771744,637933881398068992
180.87856,637933881399140224
180.997664,637933881400330368
181.116608,637933881401520128
181.297664,637933881403330560
181.428608,637933881404640128
181.602592,637933881406380288
181.7456,637933881407810432
181.917792,637933881409531648
182.06096,637933881410962432
182.2176,637933881412524928
182.78528,637933881418202112
182.91168,637933881419471104
185.487968,637933881445236480
185.62688,637933881446624640
186.736544,637933881457724928
186.876864,637933881459125760
187.509568,637933881465457152
187.70256,637933881467385856
188.259776,637933881472957696
188.406592,637933881474428160
188.801856,637933881478377472
188.938304,637933881479738752
189.143392,637933881481789952
189.272352,637933881483078016
189.851872,637933881488879232
189.960224,637933881489959424
190.229024,637933881492648960
190.3672,637933881494029312
190.598528,637933881496349440
190.739488,637933881497760000
191.016832,637933881500530688
191.160448,637933881501970304
191.396448,637933881504330880
191.559904,637933881505960064
191.871552,637933881509081600
192.044544,637933881510812032
192.31344,637933881513501312
192.459424,637933881514962304
192.695488,637933881517323136
192.827776,637933881518647808
193.277152,637933881523133440
193.455616,637933881524923776
193.658016,637933881526944128
193.796608,637933881528334208
193.9584,637933881529954048
194.105088,637933881531414400
194.256416,637933881532923904
194.403808,637933881534403584
194.550912,637933881535873536
194.6896,637933881537265408
194.857088,637933881538935936
195.01424,637933881540503424
195.175872,637933881542124032
195.37936,637933881544154752
195.507744,637933881545444992
195.67648,637933881547135104
195.81232,637933881548484608
195.972832,637933881550094848
196.115328,637933881551515648
196.270304,637933881553064704
196.45568,637933881554925056
196.590048,637933881556269312
196.771008,637933881558074752
196.892384,637933881559285120
197.076064,637933881561126144
197.214976,637933881562515328
197.378976,637933881564156672
197.496128,637933881565327744
197.723968,637933881567606784
197.829696,637933881568666240
198.10576,637933881571427968
198.224928,637933881572616704
198.483456,637933881575206656
198.611264,637933881576478080
198.843072,637933881578797824
198.986464,637933881580237824
199.18416,637933881582208512
199.298752,637933881583357952
199.467392,637933881585040512
199.576864,637933881586139520
200.378656,637933881594160256
200.522048,637933881595588736
201.054336,637933881600910080
201.203936,637933881602409856
201.425088,637933881604620288
201.564288,637933881606010496
201.76848,637933881608060928
201.888416,637933881609261440
202.38208,637933881614191744
202.517472,637933881615551872
202.997024,637933881620341632
203.145152,637933881621822464
203.643552,637933881626811776
203.803776,637933881628412672
204.09936,637933881631362176
204.2616,637933881632995968
204.494464,637933881635323520
204.6432,637933881636802816
204.852064,637933881638893824
205.011808,637933881640493440
205.309888,637933881643473920
205.47936,637933881645164288
205.809312,637933881648465920
205.980128,637933881650174976
206.22032,637933881652575616
206.372448,637933881654104960
206.723328,637933881657606016
206.868224,637933881659055744
207.155712,637933881661936384
207.322304,637933881663596032
207.610496,637933881666485632
207.760384,637933881667977088
208.008992,637933881670467456
208.15168,637933881671897728
208.332864,637933881673707904
208.468224,637933881675056640
208.683392,637933881677209472
208.820224,637933881678577792
209.047584,637933881680858112
209.198752,637933881682367488
209.639392,637933881686767744
209.771264,637933881688089088
210.223456,637933881692618496
210.366848,637933881694049920
210.765984,637933881698039040
210.92592,637933881699639040
211.663104,637933881707011968
211.77824,637933881708160512
212.6944,637933881717321600
212.836704,637933881718751872
213.022848,637933881720612096
213.128352,637933881721662336
213.65952,637933881726982400
213.814496,637933881728532864
214.082784,637933881731212928
214.20896,637933881732473600
214.395712,637933881734343680
214.53616,637933881735743872
214.681376,637933881737195648
214.816384,637933881738543360
214.970656,637933881740094976
215.083008,637933881741214720
215.436864,637933881744753536
215.57008,637933881746084992
215.801024,637933881748395392
215.934304,637933881749724288
216.17904,637933881752175360
216.309856,637933881753485184
216.507232,637933881755455104
216.663584,637933881757025664
217.097984,637933881761366656
217.20576,637933881762446976
217.531456,637933881765705344
217.620448,637933881766595968
217.737888,637933881767766400
217.844896,637933881768836736
218.085504,637933881771246592
218.194624,637933881772338048
218.510016,637933881775487616
218.637664,637933881776768384
220.281632,637933881793210240
220.379392,637933881794188672
220.695552,637933881797348992
220.81664,637933881798558976
221.213632,637933881802523136
221.347136,637933881803860864
221.647168,637933881806860544
221.777536,637933881808171264
222.128576,637933881811681280
222.261856,637933881813011584
223.132384,637933881821712384
223.22816,637933881822671616
224.197984,637933881832372608
224.358848,637933881833982848
225.152736,637933881841925248
225.301536,637933881843413376
226.084608,637933881851244544
226.201312,637933881852404608
227.091168,637933881861306368
227.214848,637933881862544768
227.76144,637933881868015488
227.873856,637933881869137152
228.191936,637933881872316416
228.284512,637933881873246976
228.57584,637933881876157184
228.705024,637933881877447040
229.129216,637933881881686528
229.245792,637933881882857856
229.550496,637933881885907968
229.687392,637933881887268736
230.016064,637933881890559488
230.133376,637933881891728384
230.34448,637933881893849728
230.49536,637933881895359360
230.8392,637933881898789888
230.961152,637933881900009216
231.602144,637933881906421248
231.732,637933881907720064
232.383968,637933881914241792
232.552448,637933881915931776
232.728032,637933881917682560
232.85456,637933881918952064
233.379232,637933881924191488
233.527488,637933881925681664
233.851584,637933881928922624
233.968864,637933881930092800
234.288992,637933881933293312
234.418016,637933881934584064
234.850528,637933881938913792
234.985568,637933881940262656
235.37232,637933881944123648
235.50208,637933881945424896
235.801248,637933881948414336
235.918496,637933881949594880
236.288288,637933881953284992
236.396576,637933881954375552
236.74784,637933881957885440
236.881952,637933881959225088
237.154752,637933881961955712
237.293472,637933881963336704
237.477216,637933881965176320
237.621248,637933881966616064
237.804064,637933881968446336
237.935936,637933881969766784
238.106144,637933881971465984
238.242432,637933881972829824
238.750944,637933881977938816
238.840448,637933881978819328
239.3104,637933881983509248
239.421824,637933881984627840
239.937568,637933881989788800
240.065056,637933881991059584
240.566912,637933881996078336
240.688704,637933881997299712
240.947616,637933881999890048
241.081472,637933882001228928
241.504384,637933882005450240
241.63056,637933882006720000
242.0808,637933882011220992
242.243712,637933882012850176
242.601952,637933882016431872
242.767328,637933882018081920
243.296448,637933882023381248
243.46144,637933882025030656
243.697856,637933882027391360
243.854176,637933882028953216
244.253056,637933882032943872
244.428192,637933882034692096
244.708224,637933882037493504
244.868256,637933882039093376
245.1728,637933882042144384
245.333632,637933882043753216
245.616608,637933882046585216
245.776416,637933882048174592
246.0232,637933882050643840
246.195072,637933882052364928
246.402464,637933882054444800
246.57648,637933882056185600
246.813056,637933882058548992
246.958528,637933882060006016
247.203456,637933882062454784
247.368832,637933882064105728
247.625568,637933882066675840
247.753216,637933882067947008
247.996736,637933882070387584
248.131488,637933882071735808
248.280736,637933882073227264
248.408864,637933882074507008
248.560544,637933882076026880
248.699424,637933882077408128
248.882016,637933882079238016
248.990688,637933882080327936
249.272416,637933882083148032
249.39888,637933882084411776
249.826368,637933882088677888
249.982176,637933882090238336
250.26752,637933882093098624
250.41808,637933882094599552
250.733312,637933882097749760
250.879872,637933882099220096
251.28512,637933882103269632
251.436224,637933882104780160
251.65376,637933882106959872
251.770208,637933882108120832
252.003072,637933882110450176
252.15712,637933882111990784
252.326944,637933882113691136
252.460384,637933882115030656
252.60496,637933882116470912
252.738528,637933882117811072
252.93216,637933882119741568
253.069088,637933882121111552
253.272096,637933882123141632
253.394368,637933882124362496
253.596672,637933882126392960
253.738048,637933882127801856
253.888288,637933882129303168
254.011616,637933882130541696
254.499936,637933882135422464
254.646624,637933882136893568
254.836608,637933882138793600
254.964768,637933882140073984
255.365216,637933882144073600
255.479968,637933882145223808
255.703616,637933882147464448
255.809024,637933882148514816
255.949952,637933882149925248
256.05072,637933882150935552
256.157216,637933882151995264
256.2544,637933882152965760
256.43824,637933882154804480
256.56992,637933882156124416
256.745248,637933882157876352
256.856032,637933882158984576
257.025696,637933882160685184
257.15936,637933882162014976
257.277856,637933882163206400
257.366976,637933882164098560
257.463104,637933882165055616
257.57616,637933882166185216
257.680256,637933882167226112
257.779136,637933882168216704
257.875456,637933882169186304
258.013088,637933882170556800
258.133536,637933882171766272
258.272288,637933882173146240
258.436992,637933882174801920
258.570304,637933882176126464
258.731424,637933882177747200
258.85568,637933882178987136
259.068832,637933882181117824
259.197792,637933882182408448
259.441824,637933882184847360
259.573856,637933882186168320
259.783616,637933882188267648
259.908064,637933882189509120
260.0992,637933882191419648
260.226688,637933882192697728
260.409344,637933882194519296
260.55264,637933882195959552
260.80192,637933882198449664
260.955552,637933882199988736
261.203168,637933882202459008
261.336448,637933882203799680
261.51792,637933882205610624
261.636992,637933882206800000
261.789344,637933882208320384
261.906464,637933882209500416
262.027072,637933882210700160
262.141632,637933882211851648
262.253824,637933882212971520
262.377184,637933882214200064
262.518592,637933882215620992
262.646592,637933882216900480
262.79264,637933882218360832
262.903264,637933882219460608
263.071712,637933882221152128
263.217792,637933882222611328
263.409568,637933882224531456
263.54432,637933882225871488
263.783296,637933882228262272
263.95664,637933882230003200
264.41952,637933882234632448
264.535552,637933882235793664
264.801248,637933882238443392
264.957856,637933882240013824
265.22896,637933882242723968
265.428544,637933882244724480
265.701312,637933882247444480
265.873088,637933882249164160
266.124896,637933882251685120
266.285728,637933882253295488
266.56608,637933882256096256
266.734368,637933882257774336
266.971168,637933882260146560
267.129568,637933882261735680
267.467904,637933882265116032
267.63328,637933882266767104
267.946944,637933882269905664
268.113536,637933882271577088
268.259264,637933882273027456
268.393216,637933882274366336
268.52928,637933882275726336
268.65616,637933882276997760
268.819232,637933882278626560
268.970592,637933882280147200
269.11568,637933882281597184
269.244992,637933882282888320
269.389824,637933882284338944
269.519904,637933882285638144
269.674624,637933882287188864
269.81184,637933882288557184
269.948288,637933882289917568
270.081024,637933882291248768
270.196384,637933882292407808
270.321824,637933882293658752
270.415072,637933882294592128
270.531552,637933882295758464
270.671968,637933882297159808
270.819872,637933882298639744
270.962656,637933882300069504
271.117216,637933882301609600
271.298976,637933882303430528
271.429056,637933882304729728
271.81536,637933882308590720
271.95792,637933882310019840
272.279616,637933882313241472
272.452768,637933882314971008
272.624128,637933882316682496
272.731616,637933882317761664
272.961184,637933882320052864
273.094048,637933882321382528
273.39216,637933882324361856
273.539008,637933882325832448
273.810976,637933882328553472
273.926208,637933882329701888
274.33872,637933882333832448
274.470208,637933882335142528
274.762016,637933882338063488
274.903872,637933882339484416
275.228608,637933882342734592
275.368608,637933882344134912
275.500736,637933882345453568
275.629952,637933882346744704
275.726784,637933882347714432
275.8392,637933882348834944
275.929952,637933882349744000
276.0512,637933882350955136
276.58336,637933882356276224
276.687744,637933882357327104
277.009376,637933882360535424
277.136672,637933882361816576
277.405248,637933882364495104
277.54656,637933882365917440
278.085344,637933882371297280
278.197472,637933882372426112
278.725088,637933882377698176
278.851872,637933882378966272
279.320512,637933882383656960
279.399744,637933882384447872
279.680736,637933882387257856
279.792736,637933882388378752
280.101376,637933882391458304
280.214944,637933882392597632
280.754848,637933882397999744
280.892384,637933882399368960
281.159008,637933882402039296
281.2944,637933882403390464
281.712736,637933882407580672
281.920384,637933882409659520
282.364288,637933882414090112
282.491584,637933882415369472
282.85856,637933882419041664
283.014336,637933882420590720
283.217568,637933882422630784
283.332864,637933882423781504
283.532352,637933882425773440
283.644416,637933882426900864
283.792992,637933882428383104
283.895808,637933882429412096
284.01744,637933882430622848
284.14128,637933882431862912
284.303424,637933882433492864
284.440544,637933882434862080
284.65184,637933882436973952
284.764448,637933882438103424
285.299392,637933882443444096
285.425312,637933882444705280
285.900192,637933882449454464
286.069856,637933882451153664
286.569568,637933882456154368
286.696128,637933882457414784
287.065824,637933882461120256
287.197024,637933882462425344
287.442624,637933882464886400
287.585632,637933882466316032
287.904032,637933882469497088
288.049024,637933882470947456
288.63536,637933882476807936
288.778976,637933882478247808
289.185184,637933882482307328
289.310752,637933882483567488
289.704608,637933882487507456
289.82608,637933882488720000
290.418624,637933882494649216
290.515136,637933882495609472
290.82208,637933882498678784
290.920736,637933882499669120
291.399008,637933882504449920
291.515136,637933882505610496
291.945184,637933882509910784
292.088768,637933882511351168
292.535968,637933882515820416
292.657952,637933882517040384
293.19648,637933882522430848
293.307392,637933882523531776
293.610688,637933882526571520
293.754368,637933882528002176
294.488928,637933882535353728
294.653824,637933882537003136
294.875584,637933882539223552
295.013568,637933882540603264
295.36672,637933882544133120
295.55024,637933882545963648
295.98848,637933882550354432
296.152704,637933882551994112
296.36352,637933882554104192
296.515584,637933882555625600
296.685088,637933882557316480
296.804448,637933882558515328
297.155232,637933882562016256
297.300768,637933882563476480
297.502848,637933882565495808
297.62928,637933882566762752
297.780896,637933882568275712
297.884576,637933882569317376
298.039808,637933882570866176
298.15952,637933882572067200
298.36528,637933882574116992
298.533024,637933882575797888
298.741952,637933882577887360
298.876736,637933882579236992
299.080512,637933882581276800
299.194912,637933882582418560
299.473472,637933882585208448
299.59504,637933882586418176
299.788032,637933882588349184
299.900896,637933882589478656
300.18528,637933882592318848
300.286176,637933882593328768
300.54752,637933882595949440
300.666976,637933882597138816
301.079328,637933882601260032
301.164608,637933882602119552
301.460256,637933882605069696
301.558752,637933882606059904
301.660192,637933882607069184
301.778656,637933882608260736
301.902272,637933882609490304
302.032672,637933882610801024
302.202304,637933882612490752
302.32096,637933882613685760
302.540096,637933882615871488
302.661248,637933882617081216
302.824192,637933882618712064
302.949216,637933882619960960
303.111104,637933882621582464
303.220096,637933882622669056
303.720576,637933882627681920
303.921376,637933882629682944
303.94336,637933882629905664
304.000576,637933882630519936
304.216448,637933882632633088
304.354016,637933882634013312
304.542528,637933882635908224
304.675072,637933882637223168
304.860736,637933882639083392
304.977632,637933882640254336
305.22976,637933882642774656
305.377376,637933882644245248
305.687168,637933882647344128
305.840256,637933882648874880
306.1128,637933882651605120
306.258208,637933882653054976
306.454176,637933882655015680
306.576096,637933882656233728
306.70464,637933882657525504
306.81088,637933882658585984
306.928256,637933882659755776
307.039008,637933882660864640
307.205824,637933882662536576
307.31216,637933882663596544
307.807488,637933882668555136
307.919232,637933882669666432
308.707232,637933882677550976
308.812256,637933882678597760
309.220192,637933882682676608
309.370304,637933882684177024
309.741312,637933882687888000
309.905344,637933882689529216
310.26864,637933882693169152
310.447136,637933882694949888
310.877408,637933882699251456
311.030368,637933882700780800
311.252768,637933882703010048
311.4256,637933882704740480
311.59184,637933882706400384
311.71792,637933882707660928
311.86896,637933882709173120
311.9656,637933882710141568
312.326112,637933882713740928
312.495488,637933882715441792
312.778176,637933882718261248
312.951616,637933882720001920
313.288448,637933882723372032
313.473504,637933882725230080
313.902656,637933882729513344
314.060384,637933882731083264
314.563616,637933882736123776
314.742912,637933882737913216
315.160832,637933882742094208
315.280416,637933882743295232
315.43408,637933882744825472
315.534624,637933882745835264
315.954848,637933882750035072
316.116064,637933882751645312
316.252064,637933882753005056
316.366912,637933882754154496
316.486432,637933882755347456
316.622528,637933882756714624
316.72656,637933882757754240
316.847872,637933882758971392
316.93536,637933882759835648
317.10224,637933882761505152
317.14736,637933882761955584
317.289184,637933882763375360
317.395296,637933882764435968
317.53424,637933882765826560
317.694048,637933882767426816
317.8296,637933882768786688
318.01248,637933882770617216
318.137472,637933882771857024
318.38624,637933882774347264
318.55504,637933882776037760
318.846848,637933882778957568
318.98592,637933882780347008
319.208864,637933882782577408
319.336384,637933882783857024
319.541472,637933882785907200
319.676896,637933882787258624
319.871328,637933882789198336
320.002816,637933882790518144
320.34096,637933882793899264
320.46928,637933882795179264
320.646752,637933882796959232
320.787008,637933882798358912
321.014752,637933882800639104
321.139776,637933882801889920
321.378496,637933882804280192
321.512256,637933882805609344
321.976896,637933882810260352
322.136768,637933882811861248
322.404,637933882814530432
322.541216,637933882815901824
322.791808,637933882818410880
322.91664,637933882819661440
323.170208,637933882822191744
323.306912,637933882823562112
323.513056,637933882825621504
323.637952,637933882826872704
323.756448,637933882828062080
323.859104,637933882829081856
324.004704,637933882830542464
324.128704,637933882831782528
324.271424,637933882833215488
324.379584,637933882834292736
324.5904,637933882836394112
324.732896,637933882837823360
324.942208,637933882839913088
325.085408,637933882841343872
325.28192,637933882843313152
325.404928,637933882844544640
325.574272,637933882846234112
325.683808,637933882847333504
326.291808,637933882853416704
326.408576,637933882854584832
326.747904,637933882857974400
326.83152,637933882858816640
327.032544,637933882860830336
327.194432,637933882862436096
327.409472,637933882864595456
327.558912,637933882866085248
327.941472,637933882869917056
328.074688,637933882871246336
328.278176,637933882873277696
328.4352,637933882874856960
328.643424,637933882876936960
328.797824,637933882878477568
329.04288,637933882880927232
329.179712,637933882882296832
329.37248,637933882884227200
329.545312,637933882885947904
329.779968,637933882888298752
329.927328,637933882889768704
330.299808,637933882893498496
330.459232,637933882895089408
330.678624,637933882897288576
330.80992,637933882898599680
330.977344,637933882900269440
331.102816,637933882901529088
331.35424,637933882904039808
331.547968,637933882905981056
331.735136,637933882907849856
331.89136,637933882909412096
332.062336,637933882911121664
332.230048,637933882912801920
332.405088,637933882914551168
332.545856,637933882915961216
332.701984,637933882917521536
332.843872,637933882918941440
333.008544,637933882920593664
333.143072,637933882921931392
333.86912,637933882929193984
334.005856,637933882930562432
334.360096,637933882934102400
334.51952,637933882935702912
334.734656,637933882937853824
334.872864,637933882939233536
335.020352,637933882940712448
335.29264,637933882943435008
335.411904,637933882944624256
335.53744,637933882945884288
335.767712,637933882948184704
335.899008,637933882949497728
336.049088,637933882950994688
336.183072,637933882952334720
336.340448,637933882953915008
